4.131255,2.822041,2.116223,1.730387,1.556804,2.700743,2.218647,1.796241,1.518133,1.383223,1.752327,1.555562,1.331962,1.162682,1.074731,1.000676,0.9193137,0.8133615,0.7259019,0.6782889,0.3303868,0.3076552,0.2762686,0.2492751,0.2342335
2.822041,3.425436,2.436205,1.942641,1.730387,2.218647,2.278337,1.940539,1.661331,1.518133,1.555562,1.528726,1.386282,1.244011,1.162682,0.9193138,0.8947236,0.8318541,0.7657485,0.7259019,0.3076552,0.2990002,0.2806617,0.261227,0.2492751
2.116223,2.436205,3.251854,2.436205,2.116223,1.796241,1.940539,2.143427,1.940539,1.796241,1.331962,1.386282,1.440775,1.386282,1.331962,0.8133616,0.8318541,0.8471106,0.8318541,0.8133615,0.2762687,0.2806617,0.2839586,0.2806617,0.2762686
1.730387,1.942641,2.436205,3.425436,2.822041,1.518133,1.661331,1.940539,2.278337,2.218647,1.162682,1.244011,1.386282,1.528726,1.555562,0.725902,0.7657485,0.8318541,0.8947236,0.9193137,0.2492752,0.261227,0.2806617,0.2990002,0.3076552
1.556804,1.730387,2.116223,2.822041,4.131255,1.383223,1.518133,1.796241,2.218647,2.700743,1.074731,1.162682,1.331962,1.555562,1.752327,0.678289,0.7259019,0.8133615,0.9193137,1.000676,0.2342335,0.2492751,0.2762686,0.3076552,0.3303868
2.700742,2.218646,1.79624,1.518133,1.383222,3.182839,2.158956,1.651943,1.374935,1.248312,1.949091,1.582398,1.277641,1.081353,0.9867803,1.082038,0.9439038,0.7948689,0.6860553,0.6306759,0.3531184,0.3163101,0.2718756,0.2373232,0.2191918
2.218646,2.278336,1.940538,1.66133,1.518133,2.158956,2.675825,1.881948,1.52532,1.374935,1.582398,1.644334,1.38611,1.183068,1.081353,0.9439039,0.933003,0.8350902,0.7394895,0.6860553,0.3163102,0.3086838,0.2817578,0.2537442,0.2373232
1.79624,1.940538,2.143426,1.940538,1.796241,1.651943,1.881948,2.549203,1.881948,1.651943,1.277641,1.38611,1.549762,1.38611,1.277641,0.794869,0.8350902,0.8776237,0.8350902,0.7948689,0.2718756,0.2817578,0.2905524,0.2817578,0.2718756
1.518132,1.66133,1.940538,2.278336,2.218646,1.374935,1.52532,1.881948,2.675825,2.158956,1.081353,1.183068,1.38611,1.644334,1.582398,0.6860553,0.7394895,0.8350902,0.933003,0.9439038,0.2373233,0.2537442,0.2817578,0.3086838,0.3163101
1.383222,1.518133,1.79624,2.218646,2.700742,1.248312,1.374935,1.651943,2.158956,3.182839,0.9867803,1.081353,1.277641,1.582398,1.949091,0.630676,0.6860553,0.7948689,0.9439038,1.082038,0.2191919,0.2373232,0.2718756,0.3163101,0.3531183
1.752326,1.555561,1.33196,1.162681,1.07473,1.949091,1.582397,1.27764,1.081352,0.9867796,2.51255,1.547298,1.11485,0.8983084,0.8042571,1.301534,0.9793947,0.736155,0.5927744,0.5276835,0.4126582,0.3325915,0.2576003,0.2089504,0.1860188
1.555561,1.528725,1.386281,1.24401,1.162681,1.582397,1.644333,1.386109,1.183067,1.081352,1.547298,2.080102,1.330756,1.020799,0.8983084,0.9793948,1.058295,0.8360141,0.6710641,0.5927744,0.3325915,0.337667,0.2839416,0.2346687,0.2089504
1.33196,1.386281,1.440774,1.386281,1.33196,1.27764,1.386109,1.549761,1.386109,1.27764,1.11485,1.330756,1.986051,1.330756,1.11485,0.736155,0.8360141,0.9932036,0.8360141,0.736155,0.2576003,0.2839416,0.3147354,0.2839416,0.2576003
1.162681,1.24401,1.386281,1.528725,1.555561,1.081352,1.183067,1.386109,1.644333,1.582397,0.8983084,1.020799,1.330756,2.080102,1.547298,0.5927745,0.6710641,0.8360141,1.058294,0.9793947,0.2089505,0.2346687,0.2839416,0.337667,0.3325915
1.07473,1.162681,1.33196,1.555561,1.752326,0.9867796,1.081352,1.27764,1.582397,1.949091,0.8042571,0.8983084,1.11485,1.547298,2.51255,0.5276836,0.5927744,0.736155,0.9793947,1.301534,0.1860189,0.2089504,0.2576003,0.3325915,0.4126581
1.000674,0.9193117,0.8133595,0.7258999,0.6782869,1.082036,0.9439022,0.7948673,0.6860536,0.6306743,1.301533,0.9793938,0.7361541,0.5927735,0.5276826,1.84317,0.9359858,0.5775819,0.4212038,0.3596003,0.5522647,0.3437973,0.2169837,0.1548593,0.1299142
0.9193117,0.8947216,0.8318521,0.7657465,0.7258999,0.9439022,0.9330014,0.8350886,0.7394879,0.6860536,0.9793938,1.058294,0.8360132,0.6710632,0.5927735,0.9359859,1.484766,0.7796077,0.5159784,0.4212038,0.3437974,0.425451,0.2816729,0.1920385,0.1548593
0.8133594,0.8318521,0.8471086,0.8318521,0.8133595,0.7948672,0.8350886,0.877622,0.8350886,0.7948673,0.7361541,0.8360132,0.9932027,0.8360132,0.7361541,0.577582,0.7796077,1.423163,0.7796077,0.5775819,0.2169837,0.2816729,0.4005058,0.2816729,0.2169837
0.7258998,0.7657465,0.8318521,0.8947216,0.9193117,0.6860536,0.7394879,0.8350886,0.9330014,0.9439022,0.5927735,0.6710632,0.8360132,1.058294,0.9793938,0.4212039,0.5159784,0.7796077,1.484766,0.9359858,0.1548594,0.1920386,0.2816729,0.425451,0.3437973
